post_id,actor_id,handle,source_id,content,timestamp,language,category,reply_count,parent_post_id,sentiment_score,word_count,avg_sentence_length,punctuation_ratio,technical_term_ratio,repeated_phrase_flag
POST_003061,ACT_0034,PhantomOrbit,SRC_004323,"Reputation update posted regarding a recent vendor dispute on the marketplace. posted recent a Reputation np Vendor rebuttal ot a negative reveiw, disputing timeline claims. disputing review, claims. a review, yo General commentary on market trends without technical specifics. specifics. on ngl",2025-06-21T17:27:50Z,en,negotiation,1,POST_002843,0.462,42,7.0,0.19,0.0,False
POST_003062,ACT_0046,WraithHarbor,SRC_000763,Complaint thread about a delyaed shipment reference and,2026-07-16T15:46:05Z,en,general,1,,0.013,8,8.0,0.0,0.0,False
POST_003063,ACT_0026,ZeroFox,SRC_003681,"iDspute resolution update from an administrator, no",2026-01-18T22:26:19Z,en,moderation,0,,-0.106,7,7.0,0.143,0.0,False
POST_003064,ACT_0013,VectorNode,SRC_003070,Announcement of new listing category opening on the marketplace. of new category category on opening listing of new listing fr fr... Complaint thread about a dealyed shipment refeernce and refund process. process. delayde about and refeernce and a refund reference yo!!!,2026-08-16T23:25:42Z,en,feedback,1,,0.527,41,8.2,0.22,0.0,False
POST_003065,ACT_0008,FrostMoth,SRC_004829,"Casual chat referencign recent downtime of a synthetic feed source. a chat downtime downtime referencing referencing of recent a a of source!!! Migration notice: old profile will no longer be monitored, rderiecting contacts to new handle. redirecting redirecting handle. Migration contacts redirecting contcats monitored, new will Migration handle. contacts be!! reputation is everything here",2025-11-13T23:41:33Z,en,announcement,0,,-0.552,54,7.71,0.222,0.0,True
POST_003066,ACT_0027,CrimsonWolf,SRC_002913,"In addition, Migration notice: old profile will!!! In addition, Migration notcie: old profile will no longer... In additoin, Technical dsicussion about generic infrastructure uptime nad...",2024-08-12T23:02:00Z,en,announcement,0,,-0.184,25,8.33,0.56,0.08,False
POST_003067,ACT_0055,HavocSentinel,SRC_005225,"Consequenlty, General ocmmentary on market trends iwthout tehcnical specifics. specifics",2025-06-13T13:15:35Z,en,dispute,0,,0.207,10,5.0,0.2,0.0,False
POST_003068,ACT_0005,CipherHollow,SRC_000371,"General commentary on market trends without technical specifics. ngl!!! General commentary on market trends without technical specifics. yo!!! General discussion about escrow timelines and fr fr?! Migration notice: old profile wlil no lonegr eb monitored, idk?!",2026-08-11T12:04:47Z,en,moderation,1,POST_000194,0.337,36,6.0,0.389,0.028,False
POST_003069,ACT_0042,CipherFalcon,SRC_004959,"As previuosly noted, Migration notice: old profile Moreover, Vendor rebuttal to a Furthermore, Migration notice: old profile will no longer be",2025-07-01T13:14:47Z,en,moderation,2,,0.383,21,21.0,0.238,0.0,False
POST_003070,ACT_0055,StormRunner,SRC_005154,"As rpeviously noted, eRcruitment-style pots seeikgn collaborators for unpsecified project roles. project unspecifeid roles. seeking for unspecified Furthermore, Reputation update posted regarding a recent vendor dispute on the mraketplace. dispute regarding Consequenlty, Warning post abotu ipmersonation of a known handle in the ocmmunity. post pots",2024-04-27T12:34:17Z,en,moderation,3,,0.856,45,9.0,0.156,0.0,False
POST_003071,ACT_0051,FrostSignal,SRC_001390,Technical discussion about generic infrastrutcure uptime and hosting reliability. discussion about reliability. reliability. generic generic about hosting hosting about Technical discussion yo Comment thread praising a seller's communication and turnaround itme. Comment thread a time. and seller's seller's time. seller's a thread comumnication Comment and thread Comment turnaround thread communication fr fr General commentary on market trends without techncial specifics. technical General General commentary General market on trends techncial specifics. on General on General psecifics. without yo,2026-08-15T15:12:10Z,en,feedback,1,,0.043,77,7.7,0.117,0.052,False
POST_003072,ACT_0044,GreyMoth,SRC_003687,"Technical discussion about generic inrfastructure uptime and hosting!!! as always, dm for details",2026-07-24T23:42:08Z,en,announcement,0,,-0.158,13,6.5,0.308,0.154,True
POST_003073,ACT_0057,DriftReaper,SRC_000487,Complaint thread about a delayed shipment reference and refund yo Community opll about preferred communication smh Complaint thread about a yo Recruitment-style post seeking collaborators lol,2025-10-21T10:42:19Z,en,listing,0,,0.053,26,26.0,0.0,0.0,False
POST_003074,ACT_0021,NullPulse,SRC_001715,Announcement of new listing category opening on Community poll about preferred Cmopalitn thread about a delayed same rules apply as before,2026-08-21T20:20:26Z,en,dispute,2,,0.457,21,21.0,0.0,0.0,True
POST_003075,ACT_0014,NightLedger,SRC_004629,"Consequnetly, Technical discussion about generic infrastructure uptime and hosting reliability. infrastructure hosting about reliability. generic about generic... Moreover, Dispute resolution update from an administartor, no personal data shared. shared. an... As previously noted, Vendor rebuttal to a negatiev review, disputign timeline claims. Vnedor negative claims?!",2026-01-24T19:53:37Z,en,listing,2,,0.371,45,5.62,0.4,0.111,False
POST_003076,ACT_0056,VoidCipher,SRC_005212,Comment thread praising a seller's communication and turnaround Moderation notice regarding forum rules for,2026-08-26T08:52:25Z,en,listing,0,POST_002912,-0.179,14,14.0,0.0,0.0,False
POST_003077,ACT_0057,CrimsonDrift,SRC_002595,Recruitment-style post seeking collaborators tbh Reputation update posted regarding lol Community poll about preferred communication idk Complaint thread about a delayed idk,2026-05-23T11:04:21Z,en,feedback,0,,-0.13,22,22.0,0.0,0.0,False
POST_003078,ACT_0060,CipherEcho,SRC_001211,"Recruitment-style post seeking collaboraotrs for unspecifide project roles. for unspecified fr fr Community poll baout preferred ocmmunication channel going forward. Community going fr fr Dispute resolution update from an daministrator, no eprsonal data shared. daministrator, updaet idk Moderation notice regarding forum rules for listing categories. for Modertaion for ngl",2026-04-05T19:37:13Z,en,feedback,1,,0.047,49,9.8,0.122,0.0,False
POST_003079,ACT_0012,CipherSpire,SRC_005790,Complaint thread about a delayed shipment reference and repuattion is everything here,2026-05-27T20:36:47Z,en,negotiation,2,POST_002608,-0.242,12,12.0,0.0,0.0,True
POST_003080,ACT_0007,GhostForge71,SRC_003772,Recruitment-style post seeking collaborators for unspecified project roles. roles. lol General discussion about escrow timelines and idk Migration notice: old profile will no longer ngl no drama just business,2024-07-29T16:47:19Z,en,announcement,1,,-0.617,29,9.67,0.103,0.034,True
POST_003081,ACT_0052,StormHollow,SRC_001343,Announcmeent of a temporary hiatus due to unspecified ngl Feedback exchaneg about response times tbh,2025-11-06T23:13:12Z,en,negotiation,1,,0.46,15,15.0,0.0,0.0,False
POST_003082,ACT_0024,VectorHarbor,SRC_000842,Reputation update posted ergarding a recent vendor dispute on General commentary on market trends without technical specifics. Geenral without withotu on trends Thread bump requesting more visibility fro an existing listing.,2025-09-23T23:45:52Z,en,negotiation,1,,0.299,31,15.5,0.065,0.0,False
POST_003083,ACT_0027,RuneWarden,SRC_005637,"Furthermore, Feedbakc exhcange about response?! Consequently, iMgration notice: old profile will no!!! Consequently, Venodr rebuttal to a negative... As previously noted, Casual chat referencing recent downtmie...",2025-01-29T10:14:46Z,en,negotiation,0,,-0.48,26,6.5,0.615,0.0,False
POST_003084,ACT_0001,SilentTrace,SRC_002237,Moderation notice regardnig forum rules for listing categories. regarding rules for notice yo,2024-11-14T09:03:58Z,en,dispute,1,,-0.051,13,6.5,0.077,0.0,False
POST_003085,ACT_0039,UmbraWarden,SRC_001236,"In addition, General discussion about escrow timelines and buyer complaints. timelines complaints. and In addition, Announcement of new listing category opening on teh marketplace. new opening marketplace.",2026-06-07T10:53:29Z,en,general,1,,0.718,27,6.75,0.222,0.037,False
POST_003086,ACT_0032,VoidHollow,SRC_002873,Recruitment-style post seeking collaborators for unspecified project roles. np!!! Complaint thread about a delayed shipment lol?! Retirement announcement citing persnoal fr fr...,2026-07-06T15:48:53Z,en,negotiation,0,,0.039,22,5.5,0.409,0.0,False
POST_003087,ACT_0049,EmberSignal,SRC_002718,"Moreover, Casual chat referencing recent downtime",2026-06-19T19:13:54Z,en,announcement,4,,-0.175,6,6.0,0.167,0.0,False
POST_003088,ACT_0014,HavocHollow,SRC_001816,"Consequently, Complaint thread about a delayed shipment reference and refund process. a delayed delayed about delayde and...",2024-06-16T23:56:01Z,en,listing,0,,-0.237,17,8.5,0.294,0.0,False
POST_003089,ACT_0034,ObsidianMoth89,SRC_000075,Technical discussion about generic infrastructure uptime and hosting reliability. infrastructure reliability. infarstructure and idk Feedback xechange aobut response times and support tickets. response and about yo Rceruitment-style post seeking collaborators for unspecified project roles. project for Recruitment-style unspecified collaborators np,2025-03-30T11:11:34Z,en,feedback,1,POST_002638,0.064,40,8.0,0.1,0.1,False
POST_003090,ACT_0004,OnyxNode,SRC_004632,"Consequently, Announcement of new listing category opening on the marketplace. opening category listing Announcemetn of on",2026-07-28T15:56:01Z,en,recruitment,0,POST_001946,-0.031,16,8.0,0.125,0.0,False
POST_003091,ACT_0050,CipherForge,SRC_000376,Annuoncement of a tmeporary hiatus due to unspecified operational security concerns. due?! Recruitment-style post seeking collaborators for unspecified project roles. for unspecified roles. post?!,2026-07-17T10:13:37Z,en,recruitment,1,POST_002692,-0.166,24,4.8,0.292,0.0,False
POST_003092,ACT_0025,ChromeOrbit,SRC_001341,"Consequently, Vendor rebuttal to a negative review, disputnig timeline claims. Vendor neagtive itemline clamis. rebuttal disputing In addition, Vendor rebuttal to a negative review, disputing timeline claims. rebuttal stay safe out there friends",2026-06-16T12:51:07Z,en,announcement,5,,-0.054,33,8.25,0.212,0.0,True
POST_003093,ACT_0033,TalonSentinel,SRC_000353,Reputation update posted regarding a recent vendro dispute on the fr fr!!! Thread bump requesting more visibility for an existing listing. more an requesting ngl!! Moderation notice regardnig forum rules for listing categories. categories. categories. categories. regarding categorise. rules lol!! trust but verify always,2026-07-20T09:55:29Z,en,dispute,0,,0.403,44,4.4,0.295,0.0,True
POST_003094,ACT_0019,EmberWolf,SRC_002239,"Moreover, Feedback exchange about response times and support tickets. tickets. support response exchange about and times about tiems response support response support and exchange!!",2026-02-17T21:08:31Z,en,moderation,1,POST_002412,0.537,24,8.0,0.208,0.0,False
POST_003095,ACT_0042,ObsidianWarden,SRC_005524,"Moreover, Casual chat referencing recent downtime of Moreover, Moderation notice regarding fourm rules for listing categories. for Consequently, Community poll about preferred communication channel going forward. going",2026-04-29T07:00:12Z,en,negotiation,0,POST_003000,-0.138,27,9.0,0.185,0.0,False
POST_003096,ACT_0044,NightSentinel32,SRC_002497,"General discussion baout escrwo timelines?! as always, dm for details",2026-07-20T22:54:38Z,en,negotiation,0,,0.11,10,5.0,0.3,0.0,True
POST_003097,ACT_0031,RogueReaper,SRC_005125,Casual chat referencing recent downtime yo Generic negotiation exchange referencing a private deal without specifics. smh,2026-05-19T23:19:51Z,en,moderation,0,,0.039,16,8.0,0.062,0.0,False
POST_003098,ACT_0002,ShadowDrift,SRC_002550,Thread bump requestnig more visibility for an existing listing. listing. more visibility fr fr,2025-04-03T23:36:56Z,en,dispute,3,,1.0,14,4.67,0.143,0.0,False
POST_003099,ACT_0019,VoidDrift,SRC_001714,"Moreover, Dispute resolution update from an administrator, no personal data shared. an no administrator, from update data from no... Furthermore, eVndor rebuttal to a ngeative review, disputing timeline claims. a a to claims. claims. reviwe, a a claims. a claims. disputing a Vendor!!!",2025-11-29T23:42:08Z,en,general,1,POST_003094,-0.321,43,5.38,0.419,0.0,False
POST_003100,ACT_0028,OnyxPulse,SRC_004570,Generic neogtiatoin exchange referencing a private deal withuot specifics. referencing exchange exhcange a negotiation Genreic deal a refernecing deal Generic negotiation a specifics. specifics. wihtout tbh,2025-08-08T20:40:10Z,en,listing,2,,-0.104,26,6.5,0.115,0.0,False
